epoch,train_loss,val_loss
1,0.08777446854680936,0.04490978214370302
2,0.04242326851874643,0.048060536622051224
3,0.028600842408425642,0.04548464519569123
4,0.02152526746528822,0.033938807023473946
5,0.017506231831098854,0.03902689379406165
6,0.014035269786764207,0.03301570911806418
7,0.011892191160860642,0.03886990281808899
8,0.010254956615781064,0.03389210598283555
9,0.008559939242423004,0.03349434165840605
10,0.0072301863442914525,0.032513134893905594
