epoch,train_loss,val_loss
1,0.08708321343359685,0.056853399036890004
2,0.047135820129280824,0.06730355432190269
3,0.03144397769804852,0.04814537608647251
4,0.022523920082521905,0.042891114000305236
5,0.01755797869458027,0.0428848496055698
6,0.013810028470589467,0.0366346614947357
7,0.011537080313712623,0.04107111680555154
8,0.009209802419900047,0.03735131411200975
9,0.007870108354009595,0.037931714756080356
10,0.006455624765645362,0.03600943287411534
